id,Date,Page,Title,Category,URL
132,2024/04/23,1,Big Tech Leads Market Rally Ahead of Earnings,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-23-2024-de1f1fd0
133,2024/04/24,1,Tesla’s Big Rally Drives the Nasdaq Higher,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-24-2024-f7accdb0
134,2024/04/25,1,"Mix of Slowing Growth, Firm Inflation Worries Investors",U.S. Economy,https://www.wsj.com/economy/central-banking/us-gdp-economy-first-quarter-2024-1675df05
135,2024/04/25,1,"Stocks, Bonds Tumble After Economic Data Release",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-25-2024-3ad8e212
136,2024/04/26,1,Magnificent Seven Power Stocks’ Rebound,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-26-2024-bfb2ed18
137,2024/04/26,1,A Brief History of Fed’s Uneasy Peace With the White House,U.S. Economy,https://www.wsj.com/economy/central-banking/a-brief-history-of-the-feds-uneasy-peace-with-the-white-house-608dee30
138,2024/04/30,1,"Stocks Slip, Extending April Pullback",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-04-30-2024-0f6022cd
139,2024/04/30,2,Fed to Signal It Has Stomach to Keep Rates High for Longer,U.S. Economy,https://www.wsj.com/economy/central-banking/federal-reserve-meeting-interest-rates-inflation-6dcb05e8
140,2024/05/01,1,"Fed Chair Jerome Powell Projects Optimism, But Inflation Data Are in the Driver’s Seat",U.S. Economy,https://www.wsj.com/economy/central-banking/fed-chair-jerome-powell-projects-optimism-but-inflation-data-are-in-the-drivers-seat-2e729027
141,2024/05/01,1,"Fed Says Inflation Progress Has Stalled, Extends Wait-and-See Rate Stance",U.S. Economy,https://www.wsj.com/economy/central-banking/fed-says-inflation-progress-has-stalled-and-extends-wait-and-see-rate-stance-51b74bbf
142,2024/05/01,1,S&P 500 Slips After Fed Keeps Rates Steady,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-01-2024-07054df6
143,2024/05/02,1,Tech Stocks Lead Rally Ahead of Jobs Report,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-02-2024-418055b9
144,2024/05/03,1,Slower Hiring Boosts Hopes of a Late-Summer Rate Cut,U.S. Economy,https://www.wsj.com/economy/jobs/jobs-report-april-unemployment-a8a1ac1a
145,2024/05/03,1,"Jobs Data, Tech Stocks Power Indexes to Weekly Gains",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-03-2024-61098a35
146,2024/05/06,1,Stocks Extend Rally Ahead of Busy Earnings Slate,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-06-2024-6c3fc3c0
147,2024/05/07,1,"S&P 500 Edges Higher, Extending Winning Streak",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-07-2024ly-b2f234ea
148,2024/05/07,2,Social Security Funds Are Running Dry. Don’t Panic.,U.S. Economy,https://www.wsj.com/politics/policy/social-security-insolvency-funding-charts-f41a1194
149,2024/05/08,1,Dow Extends Latest Run of Gains,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-08-2024-625ac8c6
150,2024/05/09,1,Dow Notches Longest Winning Streak of 2024,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-09-2024-e265a914
151,2024/05/10,1,Stocks Log Weekly Gains in Hot Start to May,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-10-2024-44b54374
152,2024/05/13,1,Dow’s Winning Streak Ends Ahead of Inflation Data,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-13-2024-e4eaf3b2
153,2024/05/14,1,Nasdaq Hits Record High Ahead of CPI Data,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-14-2024-9a59ef81
154,2024/05/14,2,Fed Chair Jerome Powell Maintains Wait-and-See Posture on Inflation and Rates,U.S. Economy,https://www.wsj.com/economy/central-banking/fed-chair-jerome-powell-maintains-wait-and-see-posture-on-inflation-and-rates-1cd35820
155,2024/05/15,1,Inflation Eases as Core Prices Post Smallest Increase Since 2021,U.S. Economy,https://www.wsj.com/economy/inflation-april-cpi-report-interest-rate-55eda190
156,2024/05/15,1,Stock Indexes Book Records After Inflation Eases,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-15-2024-e617f995
157,2024/05/16,1,Dow Jones Industrial Average Tops 40000 for the First Time,U.S. Markets,https://www.wsj.com/finance/stocks/dow-jones-industrial-average-tops-40000-for-the-first-time-52f316a1
158,2024/05/17,1,"Goldman Sachs, Microsoft Power Dow Industrials to 40000",U.S. Markets,https://www.wsj.com/finance/stocks/goldman-sachs-microsoft-power-dow-industrials-to-40000-bb770bb9
159,2024/05/17,2,Trump vs. Biden: How the Dow’s Performance Compares,U.S. Economy,https://www.wsj.com/economy/stock-market-performance-biden-trump-charts-1a83371b
160,2024/05/20,1,Nasdaq Reaches Record to Start Week,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-20-2024-ab70f4bd
161,2024/05/21,1,"S&P 500, Nasdaq Hit New Records",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-21-2024-109a6aac
162,2024/05/21,1,Parents Are Feeling the Pain of Inflation and Child-Care Costs,U.S. Economy,https://www.wsj.com/economy/consumers/americans-hit-by-inflation-are-feeling-worse-financially-especially-parents-ab383606
163,2024/05/22,1,Stocks Retreat After Fed Minutes Show Uncertainty Over Inflation,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-22-2024-4a67fb59
164,2024/05/22,1,Fed Officials Saw Longer Wait for Rate Cuts After Inflation Setbacks,U.S. Economy,https://www.wsj.com/economy/central-banking/fed-officials-saw-longer-wait-for-rate-cuts-after-inflation-setbacks-9c444903
165,2024/05/22,2,How Has Inflation Hit Your Finances? 10 People Get Candid,U.S. Economy,https://www.wsj.com/economy/consumers/inflation-cost-of-living-san-francisco-personal-stories-c25fd163
166,2024/05/22,2,Home Sales Fell Again in April After High Mortgage Rates Damped Activity,U.S. Economy,https://www.wsj.com/economy/housing/home-sales-fall-again-in-april-after-high-mortgage-rates-dampen-activity-81a3098a
167,2024/05/23,1,Stocks Drop Despite Nvidia’s Big Rally,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-23-2024-8b89891c
168,2024/05/24,1,"S&P 500, Nasdaq Rise to Finish Week",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-24-2024-b48714de
169,2024/05/28,1,Nvidia Shares Help Lift Nasdaq,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-28-2024-0781fdea
170,2024/05/29,1,Rising Bond Yields Weigh on Stocks,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-29-2024-f5ea8a60
171,2024/05/30,1,Tech Stocks Lead Major Indexes Lower,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-30-2024-6144c039
172,2024/05/31,1,"Dow Rises, Stocks Log Monthly Gains",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-05-31-2024-62b25a39
173,2024/06/02,1,"In Miami, Jobs Are Plentiful—and You Might Need Two to Afford It",U.S. Economy,https://www.wsj.com/real-estate/miami-job-market-cost-of-living-housing-677181b6
174,2024/06/03,1,S&P 500 Edges Higher; Energy Stocks Falter,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-06-03-2024-5d5c9897
175,2024/06/04,1,S&P 500 Notches Another Gain,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-06-04-2024-eb4ffd75
176,2024/06/05,1,"Nasdaq Hits Another Record, Lifted by Tech Stocks",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-06-05-2024-00c2cb4b
177,2024/06/05,1,Americans Have More Investment Income Than Ever Before,U.S. Economy,https://www.wsj.com/economy/americans-have-more-investment-income-than-ever-before-84b7a6c6
178,2024/06/06,1,Tech Pullback Weighs on S&P 500 Ahead of Jobs Data,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-06-06-2024-2d83de56
179,2024/06/07,1,"Hiring and Wages are Up, Reinforcing the Economy’s Resilience",U.S. Economy,https://www.wsj.com/economy/jobs-report-may-unemployment-economy-2aee1a4f
180,2024/06/07,1,S&P 500 Slips After Surprisingly Strong Jobs Data,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-06-07-2024-b554d590
181,2024/06/09,1,"Americans Really, Really Hate Inflation—and That’s a Big Problem for the Fed",U.S. Economy,https://www.wsj.com/economy/central-banking/americans-inflation-target-fed-c1fc7857
182,2024/06/10,1,S&P 500 and Nasdaq Hit Records Ahead of Fed Meeting,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-06-10-2024-84566ab5
183,2024/06/11,1,"S&P 500 Extends Record Ahead of Inflation Data, Fed Meeting",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-06-11-2024-52ca4409
184,2024/06/12,1,"Stung by Past Mistakes, a Wary Fed Takes Its Time",U.S. Economy,https://www.wsj.com/economy/central-banking/stung-by-past-mistakes-a-wary-fed-takes-its-time-e361a364
185,2024/06/12,1,Fed Projects Just One Cut This Year Despite Mild Inflation Report,U.S. Economy,https://www.wsj.com/economy/central-banking/cpi-report-fed-meeting-interest-rate-ef93c8b0
186,2024/06/12,1,S&P 500 Hits Fresh High After Cooler Inflation Data,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-06-12-2024-d39bfaa3
187,2024/06/13,1,"Tech Lifts S&P 500, Nasdaq to Fresh Highs",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-06-13-2024-db0de35d
188,2024/06/14,1,"Cooling Inflation Powers S&P 500, Nasdaq to Weekly Gains",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-06-14-2024-095b9cfb
189,2024/06/17,1,"Nasdaq, S&P 500 Log Records",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-06-17-2024-eccc1a0c
190,2024/06/18,1,Nvidia Powers S&P 500 to New Record,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-06-18-2024-69019133
191,2024/06/19,1,Global Stocks Mixed After Nvidia Powers Fresh U.S. Records,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-06-19-2024-a47a2bbe
192,2024/06/20,1,"Nasdaq, S&P 500 Pull Back From Records",U.S. Markets,https://www.wsj.com/finance/stocks/nasdaq-s-p-500-pull-back-from-records-07cfbdfe
193,2024/06/21,1,S&P 500 Clinches Third Straight Weekly Gain,U.S. Markets,https://www.wsj.com/finance/stocks/s-p-500-clinches-third-straight-weekly-gain-7ed0edaa
194,2024/06/21,2,Home Prices Hit a Record High,U.S. Economy,https://www.wsj.com/economy/housing/home-prices-hit-a-record-high-4028acf2
195,2024/06/24,1,"Nvidia Pulls S&P 500, Nasdaq Lower",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-06-24-2024-0c66c410
196,2024/06/25,1,Nvidia Rebound Drives Nasdaq Higher,U.S. Markets,https://www.wsj.com/finance/stocks/nvidia-rebound-drives-nasdaq-higher-41450cd6
197,2024/06/26,1,"Amazon Shares Jump, Pushing Nasdaq Higher",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-06-26-2024-c99a9ec1
198,2024/06/27,1,"S&P 500, Nasdaq Extend Run of Gains",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-06-27-2024-17a41f2e
199,2024/06/28,1,Stocks Limp to End of a Big First Half,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-06-28-2024-37f9a5ae
200,2024/07/01,1,Nasdaq Hits Record to Kick Off the Second Half,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-01-2024-3b0aede0
201,2024/07/02,1,Tesla Helps Nasdaq Log 22nd Record of the Year,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-02-2024-cee4ffbc
202,2024/07/03,1,"S&P 500, Nasdaq Hit Fresh Records in Holiday-Shortened Session",U.S. Markets,https://www.wsj.com/finance/stocks/s-p-500-nasdaq-hit-fresh-records-in-holiday-shortened-session-02e17c39
203,2024/07/03,1,Fed Officials Signaled No Hurry to Cut Rates,U.S. Economy,https://www.wsj.com/economy/central-banking/federal-reserve-minutes-june-2024-inflation-interest-rates-a3ae8bd2
204,2024/07/04,1,European and Asian Stocks Gain; Bitcoin Falls,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-04-2024-14111704
205,2024/07/05,1,Case for September Rate Cut Builds After Slower Jobs Data,U.S. Economy,https://www.wsj.com/economy/jobs/jobs-report-june-unemployment-economy-68275d9e
206,2024/07/05,1,"Nasdaq, S&P 500 Extend Record Run After Jobs Report",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-05-2024-3671808a
207,2024/07/08,1,"S&P 500, Nasdaq Climb to Records Ahead of Powell Testimony",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-08-2024-dc9b88bd
208,2024/07/09,1,Financial Stocks Lift S&P 500 to Fresh Record,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-09-2024-ebbc1caa
209,2024/07/09,1,Powell Inches the Fed Closer to Cutting Rates,U.S. Economy,https://www.wsj.com/economy/central-banking/jerome-powell-senate-testimony-july-b7805d54
210,2024/07/10,1,S&P 500 Clinches Longest Streak of Records Since 2021,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-10-2024-4e06cb7d
211,2024/07/11,1,Milder Inflation Opens Door Wider to September Rate Cut,U.S. Economy,https://www.wsj.com/economy/central-banking/inflation-june-cpi-report-interest-rate-437fa772
212,2024/07/11,1,"Investors Pile Into Small Caps, Other Laggards After Cooler Inflation Report",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-11-2024-6f701552
213,2024/07/12,1,Dow Rises Above 40000 With Investors Putting Rate Cut in Sight,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-12-2024-60fed414
214,2024/07/13,1,More Women Are Working Than Ever. But They’re Doing Two Jobs.,U.S. Economy,https://www.wsj.com/economy/jobs/more-women-are-working-than-ever-but-theyre-doing-two-jobs-bf93b9bf
215,2024/07/15,1,"Stocks, Bond Yields Advance With Return of ‘Trump Trade’",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-15-2024-fb1fee36
216,2024/07/16,1,"Dow Clinches Best Day in More Than a Year, S&P 500 Hits New Record",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-16-2024-6ebe901d
217,2024/07/17,1,Tech Shares Log Worst Day of 2024,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-17-2024-b907e076
218,2024/07/18,1,Stocks Retreat in Broad Decline,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-18-2024-e25c7771
219,2024/07/18,2,Where Do Economists Think We’re Headed? These Are Their Predictions,U.S. Economy,https://www.wsj.com/economy/central-banking/where-do-economists-think-were-headed-these-are-their-predictions-b3db91ea
220,2024/07/19,1,Stocks Drop During Tech Outage at End of Volatile Week,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-19-2024-a4483d28
221,2024/07/22,1,"Nvidia, Chip Stocks Power Market Rebound",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-22-2024-b4b362b9
222,2024/07/23,1,Stocks Flutter While Earnings Season Cranks Up,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-23-2024-a2232c32
223,2024/07/23,2,Home Prices Hit Record in June for Second Month,U.S. Economy,https://www.wsj.com/economy/housing/u-s-home-prices-hit-record-in-june-for-second-consecutive-month-cbe00c76
224,2024/07/24,1,Big Tech Selloff Slams Nasdaq With Worst Day Since 2022,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-24-2024-70fcefa0
225,2024/07/24,2,The Hottest Job Market in a Generation Is Over,U.S. Economy,https://www.wsj.com/economy/jobs/the-hottest-job-market-in-a-generation-is-over-92f61452
226,2024/07/25,1,Dow Industrials Rise After Surprisingly Strong GDP Data,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-25-2024-6c73b48a
227,2024/07/25,1,U.S. Economy Grew at Brisk 2.8% Rate in Second Quarter,U.S. Economy,https://www.wsj.com/economy/us-gdp-economy-second-quarter-2024-485df1dc
228,2024/07/25,2,What Gives Poor Kids a Shot at Better Lives? Economists Find an Unexpected Answer,U.S. Economy,https://www.wsj.com/economy/economic-mobility-research-community-employment-3eeef1c3
229,2024/07/26,1,Dow Industrials Jump to Cap Volatile Week,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-26-2024-622988de
230,2024/07/26,2,U.S. Inflation Data Keeps Door Open for September Interest Rate Cut,U.S. Economy,https://www.wsj.com/economy/central-banking/u-s-inflation-data-keeps-door-open-for-september-interest-rate-cut-0f862413
231,2024/07/29,1,Investors on Alert for Fed Signals of September Rate Cut,U.S. Economy,https://www.wsj.com/economy/central-banking/fed-meeting-july-preview-interest-rate-cuts-fa3a8ca9
232,2024/07/29,1,S&P 500 Edges Up With Tech Earnings Looming,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-29-2024-cd27946b
233,2024/07/30,1,"Big Tech Stocks Keep Falling Ahead of Earnings Deluge, Fed Meeting",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-30-2024-39a9190b
234,2024/07/31,1,September Rate Cut Would Thrust Fed Into Brutal Election Campaign,U.S. Economy,https://www.wsj.com/economy/central-banking/fed-interest-rate-cut-inflation-politics-a6e527de
235,2024/07/31,1,Fed Clears Path for September Interest Rate Cut,U.S. Economy,https://www.wsj.com/economy/central-banking/federal-reservice-interest-rate-decision-b5c39738
236,2024/07/31,1,"Stocks, Bonds Climb After Fed Meeting",U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-07-31-2024-cf556a6e
237,2024/08/01,1,Weak Economic Data Prompts Stock Selloff,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-08-01-2024-a5d2b96d
238,2024/08/02,1,Growth Fears Rattle Markets; Nasdaq Suffers Correction,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-08-02-2024-9c1e3b7d
239,2024/08/02,1,"Hiring Slowdown Hits Stocks, Fuels Bets on Bigger Rate Cut",U.S. Economy,https://www.wsj.com/economy/jobs/jobs-report-july-unemployment-economy-8b7e6db7
240,2024/08/03,1,Lousy Jobs Report Forces Fed to Reckon With Hard Landing,U.S. Economy,https://www.wsj.com/economy/central-banking/lousy-jobs-report-forces-fed-to-reckon-with-hard-landing-74357163
241,2024/08/05,1,Unraveling Trades Fuel Global Market Rout,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-08-05-2024-35da4a74
242,2024/08/06,1,Stocks Claw Back Losses After Global Selloff,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-08-06-2024-d73d9786
243,2024/08/07,1,Stocks Drop With Traders on Edge After Global Selloff,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-08-07-2024-853a3d6e
244,2024/08/08,1,S&P 500 Jumps 2.3% in Best Day Since 2022,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-08-08-2024-555ce05b
245,2024/08/09,1,Wall Street Ends Wild Week in a Surprising Place,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-08-09-2024-97f0294f
246,2024/08/09,2,Has the U.S. Economy Reached a Tipping Point?,U.S. Economy,https://www.wsj.com/economy/consumers/has-the-u-s-economy-reached-a-tipping-point-d2eb9d33
247,2024/08/12,1,S&P 500 Holds Steady Ahead of Fresh Economic Data,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-08-12-2024-e5b21dbc
248,2024/08/12,2,"Child Care, Rent, Insurance: Where Inflation Hits Hardest Now",U.S. Economy,https://www.wsj.com/economy/consumers/inflation-costs-housing-utilities-purchases-8b6f18d8
249,2024/08/13,1,Stocks Rally After Mild Inflation Data,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-08-13-2024-40d712d0
250,2024/08/14,1,Cooling Inflation Sets Stage for September Rate Cut,U.S. Economy,https://www.wsj.com/economy/central-banking/inflation-july-cpi-report-interest-rate-00cd3a84
251,2024/08/14,1,S&P 500 Climbs With Traders Weighing Size of Rate Cut,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-08-14-2024-62ae32da
252,2024/08/15,1,Stock Indexes Rally After Data Calm Economic-Slowdown Fears,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-08-15-2024-0c1b6066
253,2024/08/15,2,Why Falling Mortgage Rates Aren’t a Quick Fix for Frustrated Homebuyers,U.S. Economy,https://www.wsj.com/economy/housing/why-falling-mortgage-rates-arent-a-quick-fix-for-frustrated-homebuyers-bf545b43
254,2024/08/16,1,Stocks Rebound to Notch Best Week of 2024,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-08-16-2024-7cc53975
255,2024/08/21,1,"Job Market Was Weaker Than Previously Reported, Data Show",U.S. Economy,https://www.wsj.com/economy/jobs/jobs-market-was-weaker-than-previously-reported-data-show-f6e72d88
256,2024/08/21,1,Minutes Show Fed Officials Gearing Up for September Rate Cut,U.S. Economy,https://www.wsj.com/economy/central-banking/several-fed-officials-saw-case-for-cutting-rates-in-july-minutes-show-0e4162b9
257,2024/08/22,2,"Home Sales Up Slightly in July, Prices Still Near Record Highs",U.S. Economy,https://www.wsj.com/economy/housing/real-estate-july-home-sales-prices-data-b9ba8b04
258,2024/08/23,1,Fed’s Powell Declares ‘Time Has Come’ for Rate Cuts,U.S. Economy,https://www.wsj.com/economy/central-banking/powell-issues-strongest-signal-yet-that-rate-cuts-are-on-the-way-62952bd6
259,2024/08/23,2,Price-Gouging Crusade Electrifies Democratic Rank and File,U.S. Economy,https://www.wsj.com/economy/consumers/price-gouging-crusade-electrifies-democratic-rank-and-file-01255bfd
260,2024/08/24,1,Behind Harris’s New Mantra: ‘The Opportunity Economy’,U.S. Economy,https://www.wsj.com/politics/elections/behind-harriss-new-mantra-the-opportunity-economy-ac179e74
261,2024/08/30,1,What Selloff? Stocks End August Higher After Head-Spinning Swings,U.S. Markets,https://www.wsj.com/finance/stocks/global-stocks-markets-dow-news-08-30-2024-67081049
262,2024/08/30,2,"For Two-Job Workers, There Aren’t Enough Hours in a Day to Stay Afloat",U.S. Economy,https://www.wsj.com/economy/jobs/workers-multiple-jobs-lifestyle-economy-344c8f10
